track_id,track_name,artist_name,release_year,popularity,danceability,energy,tempo,duration_ms,streams
T105622,Heart Paradise,Olivia Rodrigo,2004,57,0.258,0.456,149.7,129362,269177596
T105623,Light Story,Taylor Swift,1998,44,0.797,0.254,139.74,265327,467114282
T105624,Light Tonight,The Weeknd,2003,63,0.89,0.974,136.86,215055,388231842
T105625,Heart Paradise,Dua Lipa,2007,96,0.245,0.731,169.63,147138,250236400
T105626,Light Tonight,Ed Sheeran,2008,90,0.501,0.923,102.78,171345,487342411
T105627,Dream Again,Travis Scott,2004,80,0.941,0.467,111.32,262847,79301198
T105628,Heart High,Ariana Grande,2000,25,0.649,0.705,105.57,246220,367625449
T105629,Moon Story,Kendrick Lamar,2010,62,0.585,0.726,151.82,242266,6162886
T105630,Dance Tonight,Imagine Dragons,2000,49,0.333,0.881,164.21,274867,381067198
T105631,Moon High,Imagine Dragons,2011,29,0.624,0.975,102.9,196071,222566926
T105632,Love Alive,Harry Styles,2004,97,0.529,0.285,77.08,126950,302717675
T105633,Sky Story,Olivia Rodrigo,2012,78,0.296,0.692,119.29,278009,382615583
T105634,Dream Alone,Travis Scott,2021,54,0.548,0.462,178.12,319224,53451301
T105635,Night Forever,Dua Lipa,2016,15,0.323,0.833,84.44,232919,155759531
T105636,Fire High,Ed Sheeran,2012,78,0.748,0.788,114.24,179868,10803101
T105637,Shadow Forever,Doja Cat,1997,58,0.93,0.896,92.57,179925,455577941
T105638,Moon Story,Harry Styles,2014,48,0.552,0.468,170.72,131826,182235866
T105639,Shadow Alive,Doja Cat,2021,11,0.674,0.344,126.11,304793,383469437
T105640,Sky Paradise,Taylor Swift,2015,48,0.523,0.217,129.45,232851,164002403
T105641,Sky Forever,Taylor Swift,2019,30,0.304,0.399,60.99,281233,130898675
T105642,Heart Tonight,Imagine Dragons,2022,49,0.928,0.486,138.33,136366,266014144
T105643,Sky Again,Bad Bunny,2009,91,0.297,0.938,96.76,234379,41181535
T105644,Sky Again,Harry Styles,2009,63,0.284,0.583,121.61,263839,156163146
T105645,Light Paradise,Ariana Grande,1998,21,0.544,0.634,123.73,182846,66205973
T105646,Sky Alone,Bad Bunny,2023,90,0.694,0.887,131.07,226556,407065879
T105647,Fire Sound,Drake,2021,46,0.466,0.89,158.82,280331,477217356
T105648,Sky Paradise,Taylor Swift,2003,47,0.344,0.612,95.87,132496,237635324
T105649,Moon Alive,Post Malone,2021,24,0.814,0.289,90.74,201876,245897289
T105650,Shadow Rhythm,Billie Eilish,2020,16,0.472,0.411,155.5,152804,134339379
T105651,Shadow Story,Imagine Dragons,2013,87,0.346,0.556,146.25,298780,337731967
T105652,Sky Alone,Travis Scott,2018,59,0.474,0.786,87.07,129349,136159680
T105653,Sky Forever,Drake,2022,74,0.361,0.755,60.1,193454,149323347
T105654,Shadow Sound,Ariana Grande,2011,76,0.59,0.701,139.91,314971,397262847
T105655,Dance Tonight,Imagine Dragons,2005,53,0.701,0.887,78.86,184135,420686627
T105656,Light Again,Travis Scott,2019,40,0.8,0.826,174.84,305054,249945895
T105657,Heart High,Drake,2003,52,0.371,0.966,132.53,143699,473462460
T105658,Dream Alive,Travis Scott,2004,86,0.325,0.894,161.96,277068,398224914
T105659,Shadow Paradise,Drake,2012,57,0.215,0.353,156.67,215734,192557291
T105660,Dance Story,Bad Bunny,2014,91,0.371,0.245,126.94,128698,490565869
T105661,Heart High,Dua Lipa,2007,90,0.218,0.523,112.6,146190,81525868
T105662,Fire Tonight,Doja Cat,2002,90,0.459,0.682,119.62,244147,414672356
T105663,Sky Again,Dua Lipa,2001,70,0.309,0.702,156.36,165885,111041145
T105664,Heart Sound,The Weeknd,2011,84,0.635,0.409,136.85,120972,171121962
T105665,Light Sound,Ariana Grande,2015,93,0.488,0.871,84.69,230711,236048079
T105666,Sky Alive,Doja Cat,2017,19,0.27,0.457,133.12,198457,20889423
T105667,Dance Paradise,The Weeknd,2009,38,0.5,0.917,108.56,218515,320095361
T105668,Love Story,Bad Bunny,2014,57,0.357,0.568,67.36,269787,451061416
T105669,Moon Tonight,Ariana Grande,2009,90,0.71,0.208,105.75,152006,99208909
T105670,Night Tonight,Imagine Dragons,1995,71,0.473,0.326,87.31,175572,359595346
T105671,Shadow Alive,Bad Bunny,2019,22,0.31,0.28,160.63,211176,494272102
T105672,Love Forever,The Weeknd,2008,53,0.462,0.234,72.6,137830,365866682
T105673,Dream Alive,Dua Lipa,1999,56,0.368,0.757,103.27,237704,193541716
T105674,Dance Rhythm,Post Malone,2005,73,0.797,0.35,143.46,283179,483638318
T105675,Love Alive,Drake,2010,62,0.938,0.854,167.69,303177,256122984
T105676,Love Paradise,Dua Lipa,1996,99,0.219,0.406,100.24,184030,84651634
T105677,Moon Rhythm,The Weeknd,2002,86,0.718,0.225,132.77,187369,116084282
T105678,Shadow Sound,Kendrick Lamar,2005,85,0.398,0.84,104.84,200332,179830160
T105679,Sky Forever,Harry Styles,2023,53,0.25,0.564,84.35,273205,156633118
T105680,Shadow Tonight,Bad Bunny,2012,37,0.211,0.668,99.09,122407,41960054
T105681,Dream Rhythm,Post Malone,1997,11,0.861,0.462,136.31,123305,191180327
T105682,Sky Sound,Ariana Grande,2020,66,0.465,0.236,145.96,151653,395040970
T105683,Moon Tonight,Post Malone,1995,66,0.946,0.489,104.47,313763,66880817
T105684,Dance Story,Taylor Swift,2005,43,0.532,0.604,78.3,144449,384041406
T105685,Light Alive,Imagine Dragons,2010,96,0.341,0.209,76.75,285196,86858849
T105686,Fire Sound,Harry Styles,2012,67,0.783,0.648,157.51,269709,320855144
T105687,Fire Forever,Doja Cat,2010,61,0.895,0.897,138.39,197725,351194956
T105688,Light Again,Taylor Swift,2017,38,0.812,0.37,147.36,211047,33194192
T105689,Dance Rhythm,The Weeknd,2004,44,0.759,0.923,118.59,137506,213309197
T105690,Heart Tonight,Ed Sheeran,2012,84,0.451,0.276,114.88,297188,4188120
T105691,Dream Alone,Travis Scott,2000,57,0.248,0.844,85.34,307782,203016184
T105692,Night Rhythm,Dua Lipa,2013,42,0.351,0.855,80.2,268965,93135534
T105693,Dream Paradise,Olivia Rodrigo,1998,84,0.535,0.401,78.47,243590,291381349
T105694,Heart Story,Bad Bunny,2021,82,0.917,0.947,179.01,153761,413750325
T105695,Dream Alone,The Weeknd,2007,87,0.742,0.525,158.51,231971,175720765
T105696,Dance Tonight,Bad Bunny,2018,18,0.821,0.31,135.14,283894,129846072
T105697,Heart Alone,Post Malone,2008,57,0.408,0.662,85.73,244520,265075729
T105698,Heart Alone,Dua Lipa,1997,76,0.713,0.977,100.52,249967,155166008
T105699,Night Tonight,Doja Cat,2004,92,0.847,0.901,102.09,274185,59550204
T105700,Night Story,Olivia Rodrigo,2000,45,0.56,0.417,117.32,196089,133331715
T105701,Light Alive,Doja Cat,1995,80,0.522,0.65,110.64,289999,131666764
T105702,Fire Paradise,Olivia Rodrigo,2017,53,0.74,0.29,172.1,191064,26156744
T105703,Night Alive,Ariana Grande,2018,91,0.62,0.56,146.5,210887,20625446
T105704,Moon Alive,Harry Styles,2021,69,0.945,0.608,69.77,224403,77517275
T105705,Dance Again,Drake,2008,72,0.519,0.446,103.19,180086,269286425
T105706,Dance Again,Ariana Grande,2002,14,0.332,0.578,75.96,300787,603851
T105707,Love Alive,Doja Cat,2013,96,0.554,0.918,93.52,167614,75120015
T105708,Dance Sound,Imagine Dragons,2008,95,0.376,0.59,175.07,204314,208203247
T105709,Night Sound,Kendrick Lamar,2004,99,0.621,0.848,144.63,221196,380274573
T105710,Dream Story,Imagine Dragons,2011,85,0.294,0.448,60.94,280665,291049428
T105711,Love Rhythm,Drake,2003,49,0.912,0.958,99.46,156888,398191559
T105712,Night Alone,Dua Lipa,2023,28,0.845,0.273,112.64,130568,367159276
T105713,Night Forever,The Weeknd,2000,56,0.317,0.657,132.3,254091,405985392
T105714,Dream Story,Kendrick Lamar,2005,74,0.329,0.816,119.97,198165,227910310
T105715,Moon Alone,Travis Scott,2019,76,0.584,0.835,68.37,122944,101718195
T105716,Light Forever,The Weeknd,2001,27,0.78,0.355,121.87,297599,151730012
T105717,Heart Story,Taylor Swift,2011,59,0.364,0.513,75.63,208459,276307585
T105718,Shadow Story,Travis Scott,2022,39,0.246,0.687,122.3,304215,261716689
T105719,Light Sound,Ariana Grande,2022,75,0.609,0.446,89.53,145117,237710571
T105720,Heart Paradise,Ed Sheeran,1995,14,0.719,0.713,77.3,310989,172507944
T105721,Night Again,Travis Scott,2016,51,0.383,0.495,94.55,242357,320911685
T105722,Heart Story,Ariana Grande,1999,93,0.755,0.474,71.95,121153,113938762
T105723,Fire Story,Ariana Grande,2003,14,0.913,0.284,94.08,197317,248298035
T105724,Shadow Story,Kendrick Lamar,2012,59,0.303,0.231,164.03,162706,138412129
T105725,Fire Story,Kendrick Lamar,2018,94,0.583,0.852,96.86,203092,128693302
T105726,Dance Again,Ed Sheeran,2021,67,0.243,0.582,116.43,314540,211203864
T105727,Heart Alone,Bad Bunny,2015,88,0.355,0.639,122.38,178643,208464273
T105728,Dance Alive,Taylor Swift,1996,93,0.267,0.49,81.39,271188,29527091
T105729,Light High,Billie Eilish,2023,17,0.503,0.307,113.01,258791,301208829
T105730,Night Sound,Doja Cat,2020,40,0.816,0.551,162.36,156035,44385248
T105731,Sky Forever,Ariana Grande,2005,21,0.633,0.379,69.66,206424,413584368
T105732,Light Paradise,Olivia Rodrigo,2021,30,0.367,0.853,170.74,149554,82362034
T105733,Sky Sound,Drake,2022,71,0.23,0.97,164.53,121222,188933232
T105734,Dance Alive,Doja Cat,2000,99,0.615,0.893,162.7,255712,119789743
T105735,Dream Alive,Doja Cat,2020,42,0.3,0.612,83.83,255986,31003555
T105736,Dance Sound,Billie Eilish,2002,35,0.457,0.69,118.12,300825,309739245
T105737,Sky Rhythm,Doja Cat,1998,99,0.583,0.94,133.94,236176,434423141
T105738,Shadow Alive,Doja Cat,2012,49,0.878,0.62,71.99,278809,304143308
T105739,Night Alone,Ed Sheeran,2022,74,0.261,0.698,126.82,288820,19153924
T105740,Night Story,Imagine Dragons,2005,68,0.701,0.691,160.81,131086,62836520
T105741,Shadow Again,Harry Styles,1999,24,0.211,0.752,172.39,138195,110833980
T105742,Love Story,Ed Sheeran,2009,10,0.672,0.699,93.4,298962,212892925
T105743,Shadow Forever,Imagine Dragons,2022,20,0.614,0.723,94.65,182391,192980859
T105744,Dance Again,Ariana Grande,2012,64,0.809,0.766,92.49,256759,97414810
T105745,Moon Forever,Imagine Dragons,1996,11,0.599,0.831,78.41,129964,349959361
T105746,Fire High,Imagine Dragons,2016,74,0.464,0.514,111.69,297318,11355889
T105747,Fire Story,Ed Sheeran,2005,53,0.382,0.782,154.14,304868,459596395
T105748,Light Forever,Imagine Dragons,2020,25,0.264,0.278,145.45,289745,489608434
T105749,Dream Paradise,Harry Styles,2019,31,0.601,0.883,168.04,166023,31754003
T105750,Dream Sound,The Weeknd,2007,27,0.866,0.426,102.69,216846,85155416
T105751,Sky Forever,Bad Bunny,1998,56,0.586,0.515,128.67,256433,114636986
T105752,Sky Story,Bad Bunny,2016,90,0.754,0.827,151.98,286021,27234405
T105753,Sky Sound,Kendrick Lamar,2001,39,0.424,0.697,167.78,197051,182530316
T105754,Shadow Paradise,Harry Styles,2023,19,0.536,0.441,164.61,223268,321544232
T105755,Night Rhythm,Kendrick Lamar,2005,67,0.443,0.376,115.86,233685,11161508
T105756,Love Forever,Kendrick Lamar,2016,71,0.282,0.947,168.82,199626,185814632
T105757,Night Paradise,Olivia Rodrigo,2018,94,0.513,0.268,113.29,196505,473055544
T105758,Moon Alone,The Weeknd,1998,89,0.773,0.203,168.34,190727,1433760
T105759,Fire Paradise,Bad Bunny,2022,15,0.496,0.725,153.24,222920,224431006
T105760,Moon Again,Drake,2009,76,0.688,0.679,86.6,145484,8273656
T105761,Night Story,Billie Eilish,1995,50,0.769,0.775,171.56,318530,284891478
T105762,Moon Tonight,Taylor Swift,2017,52,0.442,0.771,89.1,154754,199264815
T105763,Love Rhythm,Kendrick Lamar,1997,94,0.798,0.873,169.01,242502,410142999
T105764,Night Alone,Olivia Rodrigo,2008,86,0.454,0.919,133.81,279289,463246866
T105765,Dance Rhythm,Dua Lipa,2000,27,0.392,0.805,140.09,176091,389643376
T105766,Night Paradise,Bad Bunny,2012,67,0.367,0.381,73.12,251572,169402675
T105767,Dance Story,Ed Sheeran,2019,69,0.35,0.562,67.89,162782,287713040
T105768,Heart Alone,The Weeknd,1995,97,0.753,0.701,176.2,165306,176410803
T105769,Sky Forever,Harry Styles,2000,36,0.866,0.621,100.43,213064,351942327
T105770,Sky Again,Doja Cat,2000,77,0.373,0.324,161.32,268683,668299
T105771,Heart Sound,Imagine Dragons,2015,31,0.264,0.66,144.54,122055,211813280
T105772,Dance Tonight,Travis Scott,2010,33,0.435,0.891,132.5,318763,449830857
T105773,Fire Again,Bad Bunny,2023,49,0.693,0.526,142.23,297896,359519625
T105774,Night Forever,Harry Styles,1999,83,0.476,0.722,70.73,261141,35163771
T105775,Sky High,Dua Lipa,2011,75,0.612,0.68,109.49,185297,96692680
T105776,Fire Story,Olivia Rodrigo,2004,49,0.758,0.494,132.85,181405,230436165
T105777,Moon Sound,Dua Lipa,2022,15,0.506,0.641,164.11,163824,497895295
T105778,Dance Paradise,Drake,2015,27,0.95,0.364,145.76,220874,416917964
T105779,Heart Tonight,Kendrick Lamar,2012,90,0.423,0.626,90.34,227892,133627636
T105780,Fire Story,Travis Scott,2001,96,0.934,0.823,178.19,304705,280227304
T105781,Fire Alive,Billie Eilish,1997,39,0.352,0.792,137.16,216156,62164200
T105782,Moon Rhythm,Bad Bunny,2007,30,0.283,0.479,120.16,312694,491185800
T105783,Shadow Alone,Drake,2009,71,0.763,0.287,153.77,193012,72208220
T105784,Light Alone,The Weeknd,2014,19,0.727,0.824,132.32,319577,61180572
T105785,Heart Alone,Bad Bunny,2013,22,0.808,0.407,145.2,177037,288691250
T105786,Heart Story,Dua Lipa,1997,85,0.458,0.241,134.06,141494,43501355
T105787,Light Rhythm,The Weeknd,1998,18,0.898,0.547,81.46,256795,422107323
T105788,Moon Forever,Olivia Rodrigo,1999,77,0.29,0.777,125.2,315810,127034382
T105789,Love Paradise,Dua Lipa,1995,48,0.223,0.831,93.97,287429,124068679
T105790,Shadow High,Doja Cat,1998,33,0.425,0.966,128.43,228387,53263945
T105791,Love Story,Doja Cat,2006,43,0.798,0.348,75.06,268729,73489933
T105792,Sky Forever,Kendrick Lamar,2022,70,0.705,0.429,87.84,250465,462365379
T105793,Shadow Forever,Olivia Rodrigo,2021,50,0.527,0.675,157.05,225848,55494479
T105794,Dream Rhythm,Post Malone,2018,14,0.392,0.833,108.63,195973,463533347
T105795,Dream Alone,Imagine Dragons,2004,88,0.244,0.383,140.85,189246,105313131
T105796,Sky Alone,Travis Scott,2017,59,0.453,0.52,119.74,297599,63103238
T105797,Light Alive,Dua Lipa,2019,13,0.545,0.519,100.88,242916,465915950
T105798,Night High,The Weeknd,2015,60,0.715,0.803,119.42,286780,497557287
T105799,Light Alive,Doja Cat,2023,61,0.684,0.388,157.64,317028,498295491
T105800,Fire Rhythm,Travis Scott,2020,48,0.911,0.956,93.79,155847,64616986
T105801,Dance High,Ariana Grande,2014,17,0.275,0.598,110.57,312631,211423097
T105802,Love Paradise,Taylor Swift,2018,54,0.452,0.42,84.31,305063,324485132
T105803,Light Paradise,Taylor Swift,2019,97,0.561,0.422,102.14,246688,421024159
T105804,Light High,Ed Sheeran,2007,37,0.703,0.214,166.21,236968,205941621
T105805,Night Alive,Taylor Swift,2017,36,0.572,0.74,154.29,313965,202883232
T105806,Light Alone,Billie Eilish,2008,74,0.885,0.805,104.83,302558,465713084
T105807,Fire High,Post Malone,2017,43,0.657,0.225,75.89,210849,299588033
T105808,Sky Sound,Drake,1999,90,0.23,0.657,110.4,252490,341139643
T105809,Sky Forever,The Weeknd,1998,71,0.285,0.81,152.61,222851,342984660
T105810,Love Sound,Billie Eilish,2008,71,0.765,0.493,65.26,318649,271480995
T105811,Light Alive,Ed Sheeran,2004,47,0.737,0.538,149.44,179129,466810189
T105812,Love Forever,Ariana Grande,2011,35,0.315,0.482,141.59,199119,92070898
T105813,Love Paradise,Ariana Grande,2004,33,0.244,0.446,67.76,313821,337204351
T105814,Dance Story,Doja Cat,2020,48,0.634,0.583,136.28,271024,58789434
T105815,Fire Story,The Weeknd,2001,30,0.677,0.33,95.84,231556,148387421
T105816,Dance Alive,Travis Scott,2010,56,0.301,0.544,81.27,284211,101557125
T105817,Dream Again,Doja Cat,1995,57,0.555,0.935,106.19,160345,248690665
T105818,Love Forever,Ariana Grande,2011,22,0.429,0.221,84.65,174527,160474309
T105819,Shadow Sound,Olivia Rodrigo,2015,12,0.898,0.328,158.95,302747,109110972
T105820,Moon Sound,Olivia Rodrigo,2023,41,0.364,0.807,149.04,239188,344546877
T105821,Moon Sound,Travis Scott,2003,44,0.75,0.303,177.69,233243,385265191
T105822,Love Alive,Kendrick Lamar,2000,28,0.589,0.412,124.09,256722,375569838
T105823,Shadow Again,Olivia Rodrigo,2013,23,0.209,0.555,70.7,298787,50491873
T105824,Moon Paradise,Taylor Swift,2007,57,0.588,0.936,104.13,121418,360145334
T105825,Shadow Alive,Ariana Grande,1997,95,0.275,0.343,160.64,185170,161424134
T105826,Fire Tonight,Taylor Swift,2001,90,0.694,0.92,107.62,287041,5475969
T105827,Night Again,Post Malone,2016,77,0.624,0.76,114.68,145202,431304140
T105828,Dance Rhythm,Doja Cat,2003,54,0.208,0.723,109.44,200985,360156644
T105829,Love Sound,Ed Sheeran,2016,28,0.354,0.764,88.25,166352,343030769
T105830,Moon Paradise,Olivia Rodrigo,1999,73,0.782,0.224,68.78,230932,318607400
T105831,Dance Alive,Olivia Rodrigo,2004,75,0.407,0.277,81.67,124307,361374583
T105832,Shadow Rhythm,Doja Cat,2017,88,0.574,0.461,103.67,179343,452839878
T105833,Light Rhythm,Kendrick Lamar,2011,75,0.434,0.258,89.45,204555,83737022
T105834,Shadow Rhythm,Bad Bunny,2006,84,0.891,0.97,128.73,187879,64964205
T105835,Night Rhythm,Bad Bunny,2017,54,0.602,0.653,133.67,246039,155182613
T105836,Sky Paradise,Imagine Dragons,2010,96,0.722,0.58,128.41,178353,72693188
T105837,Light Rhythm,Taylor Swift,1997,83,0.263,0.813,70.19,249450,302913852
T105838,Heart Story,Travis Scott,2019,76,0.23,0.962,140.02,168069,266486632
T105839,Sky Rhythm,Travis Scott,2016,78,0.394,0.945,106.15,239696,81811220
T105840,Love Forever,The Weeknd,2003,12,0.432,0.819,165.38,237906,280207468
T105841,Heart Alive,Ed Sheeran,2023,47,0.716,0.494,123.07,142382,443757349
T105842,Dance Tonight,Imagine Dragons,2009,86,0.627,0.251,70.14,296182,234040210
T105843,Moon Paradise,Ariana Grande,1999,51,0.481,0.277,61.11,224027,448228872
T105844,Love Paradise,Taylor Swift,2017,92,0.691,0.201,144.3,262076,325135486
T105845,Moon Forever,Billie Eilish,2007,49,0.323,0.201,108.06,238428,382588746
T105846,Dream Forever,Post Malone,2008,59,0.248,0.93,94.56,190512,138229037
T105847,Dream Alive,Imagine Dragons,2014,44,0.841,0.923,113.66,306293,81567783
T105848,Moon High,Ed Sheeran,2009,33,0.623,0.721,68.69,189574,375550904
T105849,Dance Forever,Travis Scott,2010,97,0.687,0.767,107.04,240786,12987872
T105850,Sky Story,Drake,2017,26,0.43,0.6,97.76,222138,107198908
T105851,Night Sound,Travis Scott,2007,49,0.479,0.386,156.02,228295,13379457
T105852,Dance Tonight,Olivia Rodrigo,2011,83,0.262,0.913,80.98,209607,451504163
T105853,Fire Story,The Weeknd,2017,75,0.843,0.417,150.76,270340,305534377
T105854,Fire Story,Billie Eilish,2002,53,0.644,0.777,120.05,297761,21157076
T105855,Shadow Again,Doja Cat,2015,32,0.263,0.391,69.83,235412,153247836
T105856,Sky Again,Doja Cat,1996,15,0.803,0.879,176.36,293347,453769230
T105857,Shadow Alive,Harry Styles,1999,75,0.533,0.708,148.11,244292,277041270
T105858,Dream Story,Kendrick Lamar,2000,30,0.774,0.701,91.21,141232,419624723
T105859,Love Alone,Travis Scott,2006,44,0.209,0.276,129.81,200894,102044924
T105860,Fire Paradise,Ariana Grande,2012,38,0.222,0.527,167.99,295574,249121632
T105861,Love Rhythm,Drake,2016,16,0.328,0.609,171.7,260818,178864183
T105862,Shadow Alive,Ed Sheeran,2016,62,0.358,0.429,147.74,317033,469161226
T105863,Fire Forever,Imagine Dragons,1995,46,0.773,0.887,147.32,246829,432607410
T105864,Night High,The Weeknd,2011,32,0.73,0.853,93.28,280142,341624648
T105865,Sky Story,Travis Scott,2005,17,0.662,0.585,178.77,258169,65567534
T105866,Heart Alive,Doja Cat,2004,85,0.864,0.465,89.22,275951,82426271
T105867,Dream Forever,Olivia Rodrigo,2013,57,0.385,0.825,70.73,150408,6064945
T105868,Dream Story,Olivia Rodrigo,2008,19,0.878,0.354,177.29,210215,200726922
T105869,Light Forever,Dua Lipa,2020,88,0.882,0.256,78.34,258570,176222383
T105870,Night Alive,Dua Lipa,2004,33,0.526,0.236,122.59,243243,411705648
T105871,Shadow Sound,Post Malone,2009,99,0.271,0.23,116.19,248081,357321929
T105872,Shadow Story,The Weeknd,2022,56,0.745,0.581,161.78,206582,465024215
T105873,Dance High,The Weeknd,2013,62,0.453,0.399,107.6,237535,318649197
T105874,Dance Rhythm,Harry Styles,1998,48,0.796,0.738,120.26,256939,497947602
T105875,Love Tonight,Kendrick Lamar,1996,76,0.323,0.71,65.25,132140,239686880
T105876,Light Alone,Billie Eilish,2003,75,0.605,0.623,84.94,178452,455955402
T105877,Night Sound,Ed Sheeran,2004,15,0.581,0.475,159.96,125338,439303042
T105878,Love Alive,Doja Cat,2022,30,0.275,0.863,117.4,196143,323921639
T105879,Night High,Post Malone,2005,82,0.472,0.754,87.71,269353,195180959
T105880,Love Rhythm,Ariana Grande,2008,83,0.264,0.412,104.27,288660,304697930
T105881,Dream Rhythm,Taylor Swift,2001,45,0.549,0.591,94.21,137098,286990351
T105882,Moon Tonight,Dua Lipa,2017,12,0.832,0.322,126.75,319480,169587491
T105883,Dance Rhythm,Drake,2009,97,0.403,0.456,66.17,289771,285479833
T105884,Shadow Rhythm,Ariana Grande,2016,95,0.774,0.978,87.0,264625,376922314
T105885,Dream Forever,Harry Styles,2013,87,0.338,0.375,102.6,217441,165427526
T105886,Dance Alone,Olivia Rodrigo,2016,51,0.705,0.745,171.39,137586,223039783
T105887,Light Alive,Ariana Grande,2009,54,0.887,0.386,134.79,306308,329606078
T105888,Heart Paradise,Kendrick Lamar,2022,53,0.443,0.932,120.51,256841,482144790
T105889,Shadow Rhythm,Travis Scott,2018,42,0.875,0.442,82.9,166585,11174079
T105890,Shadow High,The Weeknd,2002,69,0.579,0.47,126.94,182063,320932864
T105891,Fire High,Post Malone,2005,95,0.438,0.663,171.48,271435,378998627
T105892,Light Tonight,The Weeknd,2023,92,0.872,0.659,127.96,233026,328616988
T105893,Fire Story,Ariana Grande,2003,92,0.224,0.652,79.77,191780,457489772
T105894,Fire Story,Dua Lipa,2009,79,0.221,0.647,179.65,195047,317895001
T105895,Light Forever,Taylor Swift,1995,92,0.65,0.444,119.86,159920,444615446
T105896,Dance Alone,Ed Sheeran,1995,86,0.798,0.539,98.35,204160,427717307
T105897,Dance Paradise,Bad Bunny,2013,35,0.764,0.663,120.41,147342,299282830
T105898,Love Paradise,The Weeknd,1997,95,0.26,0.724,91.64,229783,262657904
T105899,Shadow Forever,Harry Styles,2004,30,0.913,0.397,63.64,153742,348175335
T105900,Light Story,The Weeknd,2002,11,0.727,0.747,166.74,148714,234097567
T105901,Love Alone,Post Malone,2009,56,0.912,0.92,111.46,188094,162965871
T105902,Night Story,Dua Lipa,2004,39,0.447,0.791,150.35,130701,131936595
T105903,Sky Forever,Imagine Dragons,1995,36,0.72,0.266,176.55,212445,423428621
T105904,Heart Paradise,Ariana Grande,2023,80,0.845,0.566,135.91,186856,41189021
T105905,Dream High,Olivia Rodrigo,2012,29,0.485,0.54,142.99,178923,87952333
T105906,Moon Rhythm,Doja Cat,1996,59,0.924,0.462,173.19,209124,279401803
T105907,Shadow Alive,Billie Eilish,2013,32,0.399,0.583,121.99,244788,329780422
T105908,Light Tonight,Taylor Swift,2007,22,0.437,0.543,98.39,211896,343088940
T105909,Dream Paradise,Drake,2016,90,0.89,0.205,170.57,143634,258692453
T105910,Heart Alive,Billie Eilish,1995,13,0.927,0.385,68.28,308672,200946662
T105911,Heart Paradise,Post Malone,1996,23,0.414,0.367,85.75,121240,325866537
T105912,Dream Again,Taylor Swift,2023,29,0.302,0.472,100.95,171721,127751273
T105913,Night Paradise,Harry Styles,2010,22,0.769,0.336,153.85,227245,197219456
T105914,Fire Story,Kendrick Lamar,2009,12,0.897,0.253,168.47,123322,335262203
T105915,Fire Story,Imagine Dragons,2007,99,0.651,0.353,114.21,229782,374684222
T105916,Dance Alive,Ariana Grande,2010,99,0.676,0.866,94.34,306687,407672293
T105917,Moon Forever,Olivia Rodrigo,2011,91,0.772,0.822,102.39,227229,259735995
T105918,Love Forever,Drake,2015,87,0.315,0.545,138.79,306778,428230674
T105919,Dance Again,Imagine Dragons,2023,56,0.93,0.885,78.96,249482,86264057
T105920,Shadow Paradise,Bad Bunny,2023,12,0.473,0.381,125.69,315907,491800963
T105921,Sky Story,Bad Bunny,2001,10,0.671,0.656,130.61,209617,460657376
T105922,Light Forever,Dua Lipa,2018,99,0.551,0.311,144.94,261650,178001373
T105923,Sky Alive,Travis Scott,2020,33,0.551,0.85,132.47,253485,275296143
T105924,Heart Paradise,Billie Eilish,2011,44,0.727,0.302,71.63,265841,315943932
T105925,Night Paradise,Drake,2001,23,0.946,0.225,142.66,253977,88481295
T105926,Love Again,Drake,2007,76,0.694,0.413,62.61,261760,26829293
T105927,Sky Alive,Taylor Swift,1999,22,0.796,0.903,106.84,122554,490816732
T105928,Night Alive,Ariana Grande,2020,56,0.221,0.301,110.05,160211,313984567
T105929,Love Alive,Taylor Swift,2011,59,0.808,0.458,74.0,140666,14292975
T105930,Light High,Post Malone,1997,87,0.425,0.447,61.18,289496,75458813
T105931,Night Paradise,Travis Scott,2001,94,0.295,0.825,68.54,208955,223595313
T105932,Dream Sound,Olivia Rodrigo,2020,35,0.285,0.529,113.56,154296,204747650
T105933,Moon Again,Post Malone,2011,12,0.71,0.677,88.84,153618,111323761
T105934,Fire Alone,Dua Lipa,2001,60,0.948,0.515,68.28,184095,98430395
T105935,Night Paradise,Doja Cat,2015,49,0.7,0.63,90.77,133632,222443203
T105936,Fire Tonight,The Weeknd,1995,77,0.397,0.249,123.46,297344,424507931
T105937,Dream Tonight,Doja Cat,2011,45,0.352,0.492,149.06,255746,442055206
T105938,Love Again,Drake,2011,60,0.594,0.867,109.44,288249,88117611
T105939,Fire High,The Weeknd,2005,10,0.249,0.739,133.58,246503,382274658
T105940,Dance High,Taylor Swift,2019,42,0.499,0.966,131.61,271982,319911423
T105941,Night Paradise,Ariana Grande,2021,16,0.7,0.815,167.56,293411,327466673
T105942,Love Sound,Travis Scott,2023,61,0.926,0.552,81.53,131690,216305047
T105943,Moon Story,Kendrick Lamar,1997,20,0.519,0.727,117.17,318023,324692721
T105944,Moon Again,Harry Styles,2009,36,0.35,0.805,135.82,171421,305497273
T105945,Moon Alive,Billie Eilish,2023,23,0.813,0.41,122.37,127270,385303775
T105946,Dance Paradise,Ed Sheeran,2015,95,0.758,0.247,114.04,134653,323080598
T105947,Heart Sound,Dua Lipa,2005,89,0.845,0.517,176.82,270263,463627882
T105948,Night Rhythm,Taylor Swift,2020,55,0.361,0.313,173.04,281441,404096386
